INFO:root:Batch 0, Loss: 9.879535675048828
INFO:root:Batch 1, Loss: 9.789653778076172
INFO:root:Batch 2, Loss: 9.879141807556152
INFO:root:Batch 3, Loss: 9.772457122802734
INFO:root:Batch 4, Loss: 9.74328899383545
INFO:root:Batch 5, Loss: 9.89150333404541
INFO:root:Batch 6, Loss: 9.830163955688477
INFO:root:Batch 7, Loss: 9.881035804748535
INFO:root:Batch 8, Loss: 9.813884735107422
INFO:root:Batch 9, Loss: 9.685300827026367
INFO:root:Batch 10, Loss: 9.927312850952148
INFO:root:Batch 11, Loss: 9.732645988464355
INFO:root:Batch 12, Loss: 9.719115257263184
INFO:root:Batch 13, Loss: 9.731614112854004
INFO:root:Batch 14, Loss: 9.559098243713379
INFO:root:Batch 15, Loss: 9.718512535095215
INFO:root:Batch 16, Loss: 9.761773109436035
INFO:root:Batch 17, Loss: 9.626338005065918
INFO:root:Batch 18, Loss: 9.592024803161621
INFO:root:Batch 19, Loss: 9.51134204864502
INFO:root:Batch 20, Loss: 9.67383861541748
INFO:root:Batch 21, Loss: 9.669307708740234
INFO:root:Batch 22, Loss: 9.396045684814453
INFO:root:Batch 23, Loss: 9.730012893676758
INFO:root:Batch 24, Loss: 9.443155288696289
INFO:root:Batch 25, Loss: 9.410425186157227
INFO:root:Batch 26, Loss: 9.606949806213379
INFO:root:Batch 27, Loss: 9.636174201965332
INFO:root:Batch 28, Loss: 9.348630905151367
INFO:root:Batch 29, Loss: 9.29168701171875
INFO:root:Batch 30, Loss: 9.39312744140625
INFO:root:Batch 31, Loss: 9.247612953186035
INFO:root:Batch 32, Loss: 9.319011688232422
INFO:root:Batch 33, Loss: 9.602128028869629
INFO:root:Batch 34, Loss: 9.244756698608398
INFO:root:Batch 35, Loss: 9.272549629211426
INFO:root:Batch 36, Loss: 9.298521041870117
INFO:root:Batch 37, Loss: 9.492140769958496
INFO:root:Batch 38, Loss: 9.169965744018555
INFO:root:Batch 39, Loss: 8.989718437194824
INFO:root:Batch 40, Loss: 9.19172191619873
INFO:root:Batch 41, Loss: 9.104453086853027
INFO:root:Batch 42, Loss: 8.774358749389648
INFO:root:Batch 43, Loss: 9.627850532531738
INFO:root:Batch 44, Loss: 9.27412223815918
INFO:root:Batch 45, Loss: 9.127213478088379
INFO:root:Batch 46, Loss: 9.081393241882324
INFO:root:Batch 47, Loss: 8.980034828186035
INFO:root:Batch 48, Loss: 9.116355895996094
INFO:root:Batch 49, Loss: 8.964070320129395
INFO:root:Batch 50, Loss: 9.144415855407715
INFO:root:Batch 51, Loss: 9.11386775970459
INFO:root:Batch 52, Loss: 8.833745002746582
INFO:root:Batch 53, Loss: 9.371848106384277
INFO:root:Batch 54, Loss: 8.699134826660156
INFO:root:Batch 55, Loss: 8.897010803222656
INFO:root:Batch 56, Loss: 9.102023124694824
INFO:root:Batch 57, Loss: 9.032073020935059
INFO:root:Batch 58, Loss: 8.94446086883545
INFO:root:Batch 59, Loss: 8.726949691772461
INFO:root:Batch 60, Loss: 8.853389739990234
INFO:root:Batch 61, Loss: 8.936813354492188
INFO:root:Batch 62, Loss: 8.690614700317383
INFO:root:Batch 63, Loss: 8.881123542785645
INFO:root:Batch 64, Loss: 8.973154067993164
INFO:root:Batch 65, Loss: 8.776795387268066
INFO:root:Batch 66, Loss: 8.896023750305176
INFO:root:Batch 67, Loss: 8.742414474487305
INFO:root:Batch 68, Loss: 8.541946411132812
INFO:root:Batch 69, Loss: 8.604743003845215
INFO:root:Batch 70, Loss: 8.624691009521484
INFO:root:Batch 71, Loss: 8.897393226623535
INFO:root:Batch 72, Loss: 8.44022274017334
INFO:root:Batch 73, Loss: 8.502500534057617
INFO:root:Batch 74, Loss: 8.527587890625
INFO:root:Batch 75, Loss: 8.522412300109863
INFO:root:Batch 76, Loss: 8.667819023132324
INFO:root:Batch 77, Loss: 8.277688026428223
INFO:root:Batch 78, Loss: 8.430129051208496
INFO:root:Batch 79, Loss: 8.595818519592285
INFO:root:Batch 80, Loss: 8.435239791870117
INFO:root:Batch 81, Loss: 8.947212219238281
INFO:root:Batch 82, Loss: 8.227704048156738
INFO:root:Batch 83, Loss: 8.749001502990723
INFO:root:Batch 84, Loss: 8.465859413146973
INFO:root:Batch 85, Loss: 8.31518840789795
INFO:root:Batch 86, Loss: 8.654158592224121
INFO:root:Batch 87, Loss: 8.349638938903809
INFO:root:Batch 88, Loss: 8.633708000183105
INFO:root:Batch 89, Loss: 8.677220344543457
INFO:root:Batch 90, Loss: 8.521049499511719
INFO:root:Batch 91, Loss: 8.43492603302002
INFO:root:Batch 92, Loss: 8.6466064453125
INFO:root:Batch 93, Loss: 8.431836128234863
INFO:root:Batch 94, Loss: 8.123860359191895
INFO:root:Batch 95, Loss: 8.308685302734375
INFO:root:Batch 96, Loss: 8.134220123291016
INFO:root:Batch 97, Loss: 7.9275312423706055
INFO:root:Batch 98, Loss: 8.294443130493164
INFO:root:Batch 99, Loss: 8.098152160644531
INFO:root:Batch 100, Loss: 8.259099960327148
INFO:root:Batch 101, Loss: 7.924958229064941
INFO:root:Batch 102, Loss: 7.987174987792969
INFO:root:Batch 103, Loss: 7.9776740074157715
INFO:root:Batch 104, Loss: 7.82517147064209
INFO:root:Batch 105, Loss: 8.034202575683594
INFO:root:Batch 106, Loss: 8.256988525390625
INFO:root:Batch 107, Loss: 7.83650016784668
INFO:root:Batch 108, Loss: 7.694559574127197
INFO:root:Batch 109, Loss: 7.682638645172119
INFO:root:Batch 110, Loss: 7.716118812561035
INFO:root:Batch 111, Loss: 7.878992080688477
INFO:root:Batch 112, Loss: 7.907015800476074
INFO:root:Batch 113, Loss: 8.062721252441406
INFO:root:Batch 114, Loss: 8.025373458862305
INFO:root:Batch 115, Loss: 7.9967756271362305
INFO:root:Batch 116, Loss: 8.147221565246582
INFO:root:Batch 117, Loss: 7.997079372406006
INFO:root:Batch 118, Loss: 7.452269554138184
INFO:root:Batch 119, Loss: 8.097789764404297
INFO:root:Batch 120, Loss: 7.927072048187256
INFO:root:Batch 121, Loss: 7.888768196105957
INFO:root:Batch 122, Loss: 7.7149763107299805
INFO:root:Batch 123, Loss: 7.294466495513916
INFO:root:Batch 124, Loss: 7.546748161315918
INFO:root:Batch 125, Loss: 7.793821334838867
INFO:root:Batch 126, Loss: 8.343146324157715
INFO:root:Batch 127, Loss: 7.5914177894592285
INFO:root:Batch 128, Loss: 8.152212142944336
INFO:root:Batch 129, Loss: 7.832732677459717
INFO:root:Batch 130, Loss: 7.684138774871826
INFO:root:Batch 131, Loss: 7.832875728607178
INFO:root:Batch 132, Loss: 7.816985607147217
INFO:root:Batch 133, Loss: 7.244577884674072
INFO:root:Batch 134, Loss: 7.16045618057251
INFO:root:Batch 135, Loss: 7.749649524688721
INFO:root:Batch 136, Loss: 7.779069423675537
INFO:root:Batch 137, Loss: 7.8478102684021
INFO:root:Batch 138, Loss: 7.958563804626465
INFO:root:Batch 139, Loss: 7.773156642913818
INFO:root:Batch 140, Loss: 7.2624101638793945
INFO:root:Batch 141, Loss: 7.808236598968506
INFO:root:Batch 142, Loss: 7.465682029724121
INFO:root:Batch 143, Loss: 7.00372314453125
INFO:root:Batch 144, Loss: 7.435572624206543
INFO:root:Batch 145, Loss: 7.122694969177246
INFO:root:Batch 146, Loss: 7.570652008056641
INFO:root:Batch 147, Loss: 7.587544918060303
INFO:root:Batch 148, Loss: 7.414052963256836
INFO:root:Batch 149, Loss: 7.401995658874512
INFO:root:Batch 150, Loss: 7.421401500701904
INFO:root:Batch 151, Loss: 7.197858810424805
INFO:root:Batch 152, Loss: 6.725318431854248
INFO:root:Batch 153, Loss: 7.363400936126709
INFO:root:Batch 154, Loss: 6.783368110656738
INFO:root:Batch 155, Loss: 7.168893337249756
INFO:root:Batch 156, Loss: 7.72341775894165
INFO:root:Batch 157, Loss: 7.659552097320557
INFO:root:Batch 158, Loss: 7.254045009613037
INFO:root:Batch 159, Loss: 7.3723297119140625
INFO:root:Batch 160, Loss: 7.3743109703063965
INFO:root:Batch 161, Loss: 7.043362617492676
INFO:root:Batch 162, Loss: 6.789862632751465
INFO:root:Batch 163, Loss: 6.528761863708496
INFO:root:Batch 164, Loss: 6.550307750701904
INFO:root:Batch 165, Loss: 7.009554862976074
